1,Does dermonu work for acne scars?,Hey! I have been using Dermonu for about a week now. How soon should I see the results?,1
1,Does dermonu work for acne scars?,I have acne ever since I was a teen. Will these go away on their own?,0
1,Extension from my last question. There's vaginal discharge too so ce I'm ovulating. Could that cause the itching?,Hey quick question. Is it normal to have itching during ovulation? Esp if there is a vaginal discharge?,1
1,Extension from my last question. There's vaginal discharge too so ce I'm ovulating. Could that cause the itching?,"I have a white vaginal discharge for 2 days now, do I have an STD? Should I get an appointment?",0
1,Feeling frequent deja vu. I've had maybe 3 panic attack with in the past couple months that has left me a bit anxious and was wondering if it's that?,"Recurrent panic attacks, feeling of deja vu, anxiety. Lasting fora few months now. Is this something to worry about?",1
1,Feeling frequent deja vu. I've had maybe 3 panic attack with in the past couple months that has left me a bit anxious and was wondering if it's that?,Why do I have anxiety when I go in an elevator?,0
1,Have neck/back issues for months & had muscle cramps in calves. Stressed. Have (anxiety) BP is somewhat healthy. Yesterday felt tingly in both hands & shaky. In 20s .. Now it's off & on . Any ideas?,I have neck pain and fever. Is this meningitis?,0
1,Have neck/back issues for months & had muscle cramps in calves. Stressed. Have (anxiety) BP is somewhat healthy. Yesterday felt tingly in both hands & shaky. In 20s .. Now it's off & on . Any ideas?,"Previous medical issues: anxiety, stress, backache, neck pain, muscle cramps for months. Normal blood pressure. Is it normal to have some tingling in the hands?",1
1,"Hello, I have had an ultra sound of the testicles and the inguinal area. No trace of hernia or adenopthy. The results came back completely normal. My doctor looked at it and felt it twice. He said it is definitely not a hernia and it is just slightly bigg",I had my routine appointment yesterday and my doctor said the swelling near the crotch is not hernia. Ultrasound did not show anything. Is it possible to still have hernia or lymph node swelling if the ultrasound is negative for it?,1
1,"Hello, I have had an ultra sound of the testicles and the inguinal area. No trace of hernia or adenopthy. The results came back completely normal. My doctor looked at it and felt it twice. He said it is definitely not a hernia and it is just slightly bigg",What is the treatment for hernia repair? Is an ultrasound necessary for it? Asking for a friend.,0
1,How can someone's happiness level affect someone's health?,Can staying happy improve my health? What specific steps should I take?,1
1,How can someone's happiness level affect someone's health?,Hey following up on this. Doctor says the results are normal and it could be stress. Should I take another opinion?,0
1,How common is it to have physical anxiety symptoms without feeling anxious?,Breathing exercises are not helping with my anxiety. Should I go to the ER?,0
1,How common is it to have physical anxiety symptoms without feeling anxious?,I have tremors and chest pain. But I am not feeling anxious. Do you think that is normal?,1
1,How do add and ADHD differ?,Are ADD and ADHD the same? My sister is diagnosed with ADD. So looking out for some stuff to read through.,1
1,How do add and ADHD differ?,What are the side effects of the treatment for ADHD?,0
1,How do I know if I have depression and anxiety?,Can CBT be used to treat anxiety?,0
1,How do I know if I have depression and anxiety?,What are the symptoms of depression and anxiety?,1
1,How long does it take for herpes to break out?,Can using condoms prevent transmission of herpes? I have a bump on the corner of my lip and I am a little worried. A little help please?,0
1,How long does it take for herpes to break out?,I had unprotected sex on the 7th of this month. Is there a specific time that the first outbreak occurs?,1
1,How many tylenol (acetaminophen) 3's are equal to  a percocet?,I am allergic to Percocet. What else can the doctor prescribe me for my pain? Not sure if Tylenol would do the trick.,0
1,How many tylenol (acetaminophen) 3's are equal to  a percocet?,"I am out of Percocet, how many Tylenol pills should I take to give a similar amount of pain relief?",1
1,How much time off work do I take after an ACL reconstruction?,I need ACL reconstructive surgery. What is the recovery process like? How much time should I take off?,1
1,How much time off work do I take after an ACL reconstruction?,I twisted my knee at work and it is very swollen but I can walk on it. Could I have torn my ACL?,0
1,How should the drug methotrexate affect the cells of the body regarding treatment of arthritis?,I fell down 2 months back and my knee is swollen even now. Is this arthritis?,0
1,How should the drug methotrexate affect the cells of the body regarding treatment of arthritis?,I have arthritis and have been prescribed with Methotrexate. How does it work? How long will it take to show its effects?,1
1,How to deal with someone acting childish?,My girlfriend is giving me a hard time. She throws tantrums literally every time we go out. It is embarassing. What do I do to make her see this?,1
1,How to deal with someone acting childish?,What are the different types of personalities? Is being immature one of them?,0
1,How to tell what I am having an allergic reaction to?,Can Benadryl help with an itching?,0
1,How to tell what I am having an allergic reaction to?,I have no idea what's causing these bumps on my body. Is there a specific test that can detect this?,1
1,I am currently on minocin (minocycline) to treat my acne but I think I am getting itchy hives?,Is hives a common side effect of Minocin? Not sure if this redness is something I should be concerned about?,1
1,I am currently on minocin (minocycline) to treat my acne but I think I am getting itchy hives?,What can I use for hives on my arm? Is Benadryl okay while taking antibiotics?,0
1,"If I had hepatitis a, does that mean I can't drink alcohol for a certain number of weeks afterwards?",Can Hep A spread via sharing cigarettes or alcohol bottoes of an infected person?,0
1,"If I had hepatitis a, does that mean I can't drink alcohol for a certain number of weeks afterwards?",How soon can I drink alcohol after being tested positive for Hep A?,1
1,I get one or two acne errupting each month.How do I prevent them?Also the acne leaves scars on my skin. Is there any off the shelf product i could try,I have a healed scar on my leg. Would lemon juice help with it?,0
1,I get one or two acne errupting each month.How do I prevent them?Also the acne leaves scars on my skin. Is there any off the shelf product i could try,What are some home remedies I can use for scars on my face. I have been struggling with acne for quite some time now. :( ,1
1,"I got my period twice within 3 weeks, for the second time within 4 months. Why? I haven't been stressed or changed my exercise plan or diet recently..",Can birth control shot cause your period to become irregular? I have spotting and I'm not sure if it is related.,0
1,"I got my period twice within 3 weeks, for the second time within 4 months. Why? I haven't been stressed or changed my exercise plan or diet recently..","I am a 19 y/o woman who regularly exercises and has a balanced diet. I take multivitamins too. Not sexually active, not on any medications. Lately, my period has been more frequent. This is the 4th month since when it started. I'm a little worried.",1
1,"I had arthroscopic surgery on my left knee almost a month ago but it seems to be filling up with synovial fluid, shoulde i go back to work or wait until i see the dr.?",How much does it cost to get an arthroscopic knee surgery done? ,0
1,"I had arthroscopic surgery on my left knee almost a month ago but it seems to be filling up with synovial fluid, shoulde i go back to work or wait until i see the dr.?","How soon can I go to work after an arthroscopic knee surgery? Also, how long does the swelling last? Mine seems to be swelling more and more everyday. :(",1
1,I have tinea versicolor in the testicles and tip of penis. It gets itchy and dry. The doctor sent me a salycilic acid wash. Makes sense?,I have itchy and dry discolored patches on the penis and testicles. Doctor thinks it is fungal infection (tinea) and prescribed with CeraVe’s Salicylic Acid Cleanser. Will it work?,1
1,I have tinea versicolor in the testicles and tip of penis. It gets itchy and dry. The doctor sent me a salycilic acid wash. Makes sense?,Salicylic acid washes did not help me with my cystic acne. Should I ask for antibiotics?,0
1,"I'm 16 and my left testicle started having somewhat severe pain in it, it hurts more than extremely when I walk and it hits my pants I can't drive help?",Does redness of the testicles mean cancer?,0
1,"I'm 16 and my left testicle started having somewhat severe pain in it, it hurts more than extremely when I walk and it hits my pants I can't drive help?",My left ball hurts and does more when I am walking or if it rubs against my shorts. I am only 16. What's going on?,1
1,I'm taking anxiety and depression medicine to avoid panic attacks mainly & avoid er. Can i take more than 0.5 if i feel panic and 0.5 mg doesn't work?,Can CBT be used to treat anxiety?,0
1,I'm taking anxiety and depression medicine to avoid panic attacks mainly & avoid er. Can i take more than 0.5 if i feel panic and 0.5 mg doesn't work?,I have been on medications for anxiety and depression for about 2 months now. I still have panic attacks. Does this mean I can take a higher dose than my usual 0.5 mg?,1
1,"Is 4 mg intuniv & 2mgrisperdal too much for a 5 1/2 yr old, im worried..His neurologist prescibed for pddnos & adhd?",What is the maximum dose of Guanfacine and Risperidal in kids?,1
1,"Is 4 mg intuniv & 2mgrisperdal too much for a 5 1/2 yr old, im worried..His neurologist prescibed for pddnos & adhd?",Which medications can Risperidal interact with? I started it 2 days back and I just want to be careful.,0
1,Is aloe vera juice good for hypertension?,"Hey! Visited the doctor today, he said my blood pressure is 150/90 mmHg. Did not prescribe anything, just told to exercise and diet. Wondering if aloe vera juice would help?",1
1,Is aloe vera juice good for hypertension?,Is aloe vera good for the acne on my face and arms?,0
1,Is fecal bacteria really unhealthy compared to other bacteria when you are pregnant?,Can I take prenatal pills for a healthier pregnancy?,0
1,Is fecal bacteria really unhealthy compared to other bacteria when you are pregnant?,I am 12 weeks pregnant and went to a beach yesterday. I have read that fecal bacteria in the beaches can be harmful in pregnancy. Is it so?,1
1,Is hypno-therapy dangeorus?,Are effects of hypno-therapy permanent? I heard they can be dangerous. Is it true?,1
1,Is hypno-therapy dangeorus?,I have anxiety and my doctor advised breathing exercises. I am considering hypno-therapy.,0
1,Is it normal to have nausea and loss of appetite when on your period?,Can somebody be pregnant when on their period?,0
1,Is it normal to have nausea and loss of appetite when on your period?,Hey doctor! Started my period yesterday. I feel like puking all the time and don't have any appetite. How can I treat this?,1
1,My child has low alkaline phosphatase level on his lab results. Why?,Can liver function tests detect cancer?,0
1,My child has low alkaline phosphatase level on his lab results. Why?,Hey! Jason's reports are back. It shows alkaline phosphatase level: 40 IU/L. Is it low for a child? Should we see the doctor sooner?,1
1,"My husband has chronic itching w/ no rashes/hives.He has seen an allergist, dermatologist, acupuncturist, and therapist. Bloodwrk negative any ideas?","Not sure what this sounds like: Itching for 5+ years, no rashes, no hives. Blood tests normal. Seen all specialists including skin doctor, acupuncturist, allergy doctor AND a therapist.",1
1,"My husband has chronic itching w/ no rashes/hives.He has seen an allergist, dermatologist, acupuncturist, and therapist. Bloodwrk negative any ideas?",What is the treatment for psoariasis?,0
1,My six year old daughter has been on antibiotics over 48hours and started running a fever over 101 and she says her head hurts. Should I take her back in? Given antibiotics for sinus infection but has been getting stuff up when coughing. She has a hist,"If there is persistent fever even after taking 4 doses of antibiotics (over 48 hours), does it mean it is not working? Cough is the same as it was earlier. Should we go back to the ER? She's 6, I can't see her like this. :( ",1
1,My six year old daughter has been on antibiotics over 48hours and started running a fever over 101 and she says her head hurts. Should I take her back in? Given antibiotics for sinus infection but has been getting stuff up when coughing. She has a hist,Should antibiotics be prescribed to children below the age of 10 years?,0
1,"Q. Hi, I am almost 12 weeks pregnant and my food had tiny particles of plastic (by mistake) so I am worried; in case I accidentally swallowed some : (?",I just realized I ingested some shreds of plastic film with my food. Would it harm my baby? I am due for my 3 month appointment tomorrow. Should I ask the doctor?,1
1,"Q. Hi, I am almost 12 weeks pregnant and my food had tiny particles of plastic (by mistake) so I am worried; in case I accidentally swallowed some : (?",Is it healthy to eat fish during the first trimester of pregnancy? I just got some yesterday and opened the plastic foil. Though I should ask before eating it.,0
1,Screaky voice. How can I get a more masculine voice?,My voice seems very high pitched as compared to the rest in my class. Is there a problem with me? What can I do to make it better? Are there any supplements to help?,1
1,Screaky voice. How can I get a more masculine voice?,"When do puberty changes in men begin? I'm annoyed with my short height, short size of my penis and feminine voice. :(",0
1,Since I was a child my joints have always clicked but over the years it has got very painful special when it rains or I am cold? How do I fix?,I am currently 17 y/o. I have no past history of joint issues. I have started experiencing pain in my joints during rainy or cold season. Is it related to my childhood habit of clicking my joints?,1
1,Since I was a child my joints have always clicked but over the years it has got very painful special when it rains or I am cold? How do I fix?,My fingers are very long and I think I can extend them abnormally. Is this something to be worried about. I have no pain or swelling.,0
1,Was treated for PID caused by BV only with one dose of azythromyacin and injection of antibiotics. PID never went away. What should i do?,I have itching and vaginal discharge. Do I have yeast or is it something serious?,0
1,Was treated for PID caused by BV only with one dose of azythromyacin and injection of antibiotics. PID never went away. What should i do?,Is a single dose of Azithromycin helpful in treating PID? I already took it along with antibiotic injection. But I still have the symptoms. :( ,1
1,What are the causes of perianal abscess?,Hey! Wondering if unprotected sex can cause abscess in the anal hole? What else could cause it?,1
1,What are the causes of perianal abscess?,I think I have a hemorrhoid. Not sure but I am having pus from the anus. Can it be an abscess?,0
1,What does a doctor do in externsl cronic anal fissure and pls tell me the process of sugery of cronic anal fissure outside my anal there is one small?,I have bloody diarrhea for 2 days. Should I go to the ER?,0
1,What does a doctor do in externsl cronic anal fissure and pls tell me the process of sugery of cronic anal fissure outside my anal there is one small?,I think I have anal fissures. I have been having them for quite some time now. I have an appointment tomorrow. What treatment should I discuss with the doctor? Surgery or medical?,1
1,What do you recommend to treat a severed posterior longitudinal ligament?,I am doing a project on the vertebral column. Can you help me?,0
1,What do you recommend to treat a severed posterior longitudinal ligament?,My MRI report is out and it shows Post Longitudnal lig tear. Is there a treatment for this?,1
1,"What is mecoblamin? What is this medicine usus for?  My mother is diabetic patient, does this medicine useful? Thank you in advance",Hey! And update on the numbness and tingling I had in my foot. My doctor thinks it is a nerve issue and prescribed me Vit B12 injections.,0
1,"What is mecoblamin? What is this medicine usus for?  My mother is diabetic patient, does this medicine useful? Thank you in advance",My mom is diabetic. She was recently advised to take Mecobalamin. I am not sure how it will help her. Any ideas?,1
1,What is the cleanest/safest SSRI for general stress-induced anxiety?,Are SSRIs the best treatment for stress/anxiety? Which one is the best?,1
1,What is the cleanest/safest SSRI for general stress-induced anxiety?,Why do I have anxiety when I go in an elevator?,0
1,What is the definition or description of: activity modification?,How much physical activity is an adult required to do every day?,0
1,What is the definition or description of: activity modification?,"What are some exercises and changes to lifestyle that I can do? I'm not sure but the doctor has advised me ""activity modification"". What does it mean?",1
1,Whats a type 1 shellfish allergy?,Are there different types of shellfish allergies? I have been diagnosed with type 1. What does it mean?,1
1,Whats a type 1 shellfish allergy?,Can I eat fish in second trimester of pregnancy?,0
1,What should I do if I have an allergy of sneezing when i wake upplease tell me what type of disease or allergy it is?,I cleaned my room and started sneezing. What can I take for it?,0
1,What should I do if I have an allergy of sneezing when i wake upplease tell me what type of disease or allergy it is?,"Lately, I have been sneezing a lot. Not sure if it is just allergy or something major. What do you think?",1
1,What specific exercises would help bursitis of the suprapatellar?,Can I take any medication for pain due to suprapatellar bursitis? Unable to exercise. :(,0
1,What specific exercises would help bursitis of the suprapatellar?,Hey doc! My doctor diagnosed me with suprapatellar bursitis. Are there any exercises that I can do at home?,1
1,"What to do if I have hypertension, depression of lost love, completely broke. what to do?",I recently lost my job and the love of my life. The RN who saw me yesterday said I have high blood pressure. Will I be diagnosed with depression?,1
1,"What to do if I have hypertension, depression of lost love, completely broke. what to do?","Whenever I look at girls, I get palpitations and I get super-nervous. I think I have a high blood pressure when this happens too. Is this normal?",0
1,Which hormones are responsible for giving you a male features on your face?,Can I take some hormones to make my face more masculine? I just want to impress my girlfriend. :D,1
1,Which hormones are responsible for giving you a male features on your face?,Can Oral contraceptive pills cause a woman to look less masculine?,0
1,Which treatment works the best and fastest for aortic regurgitation?,I have chest pain and breathing difficulty. Do I have a heart disease?,0
1,Which treatment works the best and fastest for aortic regurgitation?,My ECHO report shows Aortic Regurgitation. How is this treated? I already have an appointment on Friday.,1
1,Why does my arm always fall asleep? Like to the point where i can't move it at all,I have neck pain and arm numbness. Are both related?,0
1,Why does my arm always fall asleep? Like to the point where i can't move it at all,Is it normal for my arm to feel numb all the time? I cannot even move it. :( ,1
1,Why do I have white pigmentation skin colour around my anus and extreme itching and blisters around the anus and anal cleft?,"Hey! I observed recently that the skin near the butthole is white and extremely itchy. Is it normal? If not, what could be the cause?",1
1,Why do I have white pigmentation skin colour around my anus and extreme itching and blisters around the anus and anal cleft?,Isn't anal sex the only reason for HIV transmission?,0
1,Will taking birth control pills for treatment of dysmenorrhea affect my fertility later once married?,I have irregular periods and get severe pain when on my period. My doctor has prescribed me with Sprintec. My boyfriend is a little concerned of the long term effects. Will we be able to conceive once I stop it?,1
1,Will taking birth control pills for treatment of dysmenorrhea affect my fertility later once married?,Is painful periods common with birth control pills?,0
2,"35 years old female no heart problems, sharp pain in chest/heart. Only last a min. Hits anytime driving sitting takes my breath away, happening more?",How does a heart attack present in a 36 year old female?,0
2,"35 years old female no heart problems, sharp pain in chest/heart. Only last a min. Hits anytime driving sitting takes my breath away, happening more?","Very short lasting but acute chest pains for a few weeks now, with no past history of chest/cardiac disease could indicate something serious?",1
2,A doctor prescribed voren supp 12.5mg for my 3-year-old boy for fever. Isnt voren used for post-op inflammatn?,Can voren that is used for post op inflammation be also prescribed for a fever in a kid?,1
2,A doctor prescribed voren supp 12.5mg for my 3-year-old boy for fever. Isnt voren used for post-op inflammatn?,"My 3 year old has a high grade fever for 2 days now, what should I do?",0
2,After I had intercourse with hubby I noticed slight fresh blood and burning sensation and urge to urinate. What might be the cause?,"I am 9 wks pregnant and just had some bleeding today, after sex. is it dangerous? Will me baby be okay?",0
2,After I had intercourse with hubby I noticed slight fresh blood and burning sensation and urge to urinate. What might be the cause?,"Okay, so 1st, this has never happened before. But after doing it with my husband today, I've had some bleeding, ithcing and an urgency to pee! Is it a UTI?",1
2,"After two weeks of oral surgery, my cheek is still swollen and I feel hard lumps on the lower part. It also itches outside. Help?",Is cheek swelling and slight itching normal after 2 weeks of oral surgery?,1
2,"After two weeks of oral surgery, my cheek is still swollen and I feel hard lumps on the lower part. It also itches outside. Help?",What is the expected recovery time after an oral surgery? When can I get on with a normal life and normal diet?,0
2,"Always use birth control, always use condoms with spermicide, always pull out with condom, but my period is late. Stress from college or pregnancy?","I always have protected sex but my period is still late, could I be pregnant?",1
2,"Always use birth control, always use condoms with spermicide, always pull out with condom, but my period is late. Stress from college or pregnancy?",I missed my pills for 2 days in a row... Can I get pregnant because of this?,0
2,Any reliable blood test for ovarian cancer?,Can one detect ovarian cancer with a blood test?,1
2,Any reliable blood test for ovarian cancer?,What is the gold standard test to detect Ovarian cancer?,0
2,Been having chest pains a lot lately especially when i sit in certain positions ?,Can anxiety cause chest pain?,0
2,Been having chest pains a lot lately especially when i sit in certain positions ?,"What could cause chest pain, especially on sitting in a certain position?",1
2,Been having this tenderness and pain in my breast for almost weeks....Not pregnant too. What coukd it be?,"Hi! I am a 24 year old woman and I have been experiencing some pain in my breasts, both sides for a couple of months now. I am not sexually active curently. Why the pain then?",1
2,Been having this tenderness and pain in my breast for almost weeks....Not pregnant too. What coukd it be?,Is breast pain and tenderness a sign of breast cancer?,0
2,Borderline changes to Brain MRI in 1 yr being referred to a neuroradiologist does this mean something sinister?,I am a 50 year old male and my PCP just informed me that my latest MRI has picked up some brain changes which weren't there a year back and has referred me to a neuroradiologist. Am I dying?,1
2,Borderline changes to Brain MRI in 1 yr being referred to a neuroradiologist does this mean something sinister?,What kind of changes are normal with age as seen on an MRI of the brain?,0
2,Both arms numb no chest pain just a lil dizzy. And a little heart burn I have gastritis and back arthritis.,"I have been experiencing some biltaeral arm numbness, dizziness, heartburn but no chest pain. What could it mean?",1
2,Both arms numb no chest pain just a lil dizzy. And a little heart burn I have gastritis and back arthritis.,What are the symptoms of cervical spondylosis?,0
2,"Brain epidermoid, is it the same as a  meningioma tumor the difference between the two       3cm brain stem / 8cm front lobe?",Is a brain epidermoid and a meningioma one and the same thing?,1
2,"Brain epidermoid, is it the same as a  meningioma tumor the difference between the two       3cm brain stem / 8cm front lobe?",Is surgery the only treatment option for a brain epidermoid or a meningioma?,0
2,Bright red blood on TP after first wipe after BM; then other wipes no more blood. I drink way to much pop and very little water...if that matters. ?,I had red colored tissue like thing in my stool. What could it be?,0
2,Bright red blood on TP after first wipe after BM; then other wipes no more blood. I drink way to much pop and very little water...if that matters. ?,What does blood in stool mean?,1
2,C4-5 right uncovertebral osteophyte/disc bulge complex  broad disc bulge right neural foraminal stenosis & abutment of ventral cervical cord. Meaning?,"Can a simple injury to the neck, I bumped into someone the other day, can it lead to vsible changes on an MRI?",0
2,C4-5 right uncovertebral osteophyte/disc bulge complex  broad disc bulge right neural foraminal stenosis & abutment of ventral cervical cord. Meaning?,My MRI shows C4-5 right uncovertebral osteophyte/disc bulge complex  broad disc bulge right neural foraminal stenosis & abutment of ventral cervical cord. What does this mean?,1
2,Can a menstrual blood clot travel to your heart or lungs like other blood clots can?,"I am really scared about blood clots, can a clot from my period cause a stroke or an embolism?",1
2,Can a menstrual blood clot travel to your heart or lungs like other blood clots can?,I have been having a lot of clots in my period. What does that mean?,0
2,Can Celiac Disease mimic MS even after being treated with a strict gluten-free diet? Could my untreated Celiac have caused my brain lesions?,Does a strict gluten free diet help in complete control of Celiac disease?,0
2,Can Celiac Disease mimic MS even after being treated with a strict gluten-free diet? Could my untreated Celiac have caused my brain lesions?,Do MS and celiac disease have similar presenting neurological lesions?,1
2,Can fibroadenomas turn into breast cancer?,Are fibroadenomas malignant?,1
2,Can fibroadenomas turn into breast cancer?,What are the treatment modalities available for a fibroadenoma?,0
2,Can kidney polysystic be cured?,Can polycystic ovarian disease be cured?,0
2,Can kidney polysystic be cured?,"Is there any cure for Polycystic kidney, in fact is any treatment needed?",1
2,Can one get rid of type 2 diabetes with excercise and a good diet?,Is it imperative that one takes medication for Type 2 diabetes control or is diet and exercise modification enough?,1
2,Can one get rid of type 2 diabetes with excercise and a good diet?,Is it possible to completely cure Type 2 diabetes?,0
2,Can you please tell me why it'simportant to promote healthy eating for children and young people?,"Can't healthy eating be inculcated at a later age, say adulthood or should ir be started at a young age?",1
2,Can you please tell me why it'simportant to promote healthy eating for children and young people?,What is the average calorie intake for a young teen?,0
2,Can you tell me how is an echocardiography performed?,"I have an Echocardiography scheduled for tomorrow, I am a bit worried, could you please walk me through the process for some peace of mind?",1
2,Can you tell me how is an echocardiography performed?,"I have an Echocardiography scheduled for tomorrow, why would my doctor have scheuled one?",0
2,Can you tell me the names of health care institutions or pharmacies known for compounding voriconazole 1% eye drops solution ?,How can I find any good health care institutions or pharmacies known for compounding voriconazole 1% eye drops solution ?,1
2,Can you tell me the names of health care institutions or pharmacies known for compounding voriconazole 1% eye drops solution ?,What is Voriconazole 1% eye drop solution typically used for?,0
2,Could my sinus allergies make it hard to breathe?,Are simple allergies associated with breathing issues too?,1
2,Could my sinus allergies make it hard to breathe?,Do all breathing issues in teens mean asthma?,0
2,"Could the symptoms of caffeine overdose will remain more than 2 month, even if we already stop the intake of caffeine?",How long do the symptyoms of caffeine overdose stay for?,1
2,"Could the symptoms of caffeine overdose will remain more than 2 month, even if we already stop the intake of caffeine?",What are the symptoms of caffeine overdose? Do I need to see a doctor for them?,0
2,Could walking on a soft mattress contribute to bowlegged-ness?,"I think my son might be developing some bow legs, could walking on soft mattreses have anything to do with it?",1
2,Could walking on a soft mattress contribute to bowlegged-ness?,"What is bowleggedness, how is it diagnosed?",0
2,"Dear Dr, feeling in my eyes lights are too bright feel dizzy with very sore sides of neck front and tight jaw knot in back of neck sleep apnea 6 weeks?","Been having a headache, dizziness and some photophobia recently, what could it be?",0
2,"Dear Dr, feeling in my eyes lights are too bright feel dizzy with very sore sides of neck front and tight jaw knot in back of neck sleep apnea 6 weeks?","I have been having a lot of unrelated symotoms for a couple of months now. Can you help? I have sleep apnea, then some neck and jaw soreness, occasional dizziness and photophobia too ",1
2,Does anyone know what to do with a child around the age of 13 who suffers from serious anxiety?,Does anxiety present differently in teens vs adults?,0
2,Does anyone know what to do with a child around the age of 13 who suffers from serious anxiety?,What treatment options are avaiable for a yound teen suffering from severe anxiety?,1
2,Does anything during pregnancy cause esophageal atresia?,Can eating any particular foods during pregnancy caused esophageal atresia in the unborn baby?,1
2,Does anything during pregnancy cause esophageal atresia?,How soon can esophageal atresia be diagnosed in a fetus?,0
2,Does breastfeeding only on one side alter a woman's risk of breast cancer in the non-suckled breast? My son had a preference so I nursed on the left.,Does breastfeeding actually reduce the incidence of brest cancer or is it just a myth?,0
2,Does breastfeeding only on one side alter a woman's risk of breast cancer in the non-suckled breast? My son had a preference so I nursed on the left.,"I've noticed a lump in my right breast for a few weeks now, my little one only sucks on the left one, could it mean I have a chnace of cancer in the right one?",1
2,Does cut on lip turn into white bump?,"Can a cut on the lip turn white after a few days, it doesn't hurt anymore, is just there ",1
2,Does cut on lip turn into white bump?,"I have a white bump on my lip, could it be Herpes?",0
2,"Does flax seed oil, about 3 grams a day as prescribed by my opthamologist interact with ortho trip cyclen or other birth control pills?",Do BC pills have any interaction with flax seed oil?,1
2,"Does flax seed oil, about 3 grams a day as prescribed by my opthamologist interact with ortho trip cyclen or other birth control pills?",Which antibiotics interact with BC pills and reduce their efficacy?,0
